1,1,1,1,0,0,1,9,1,1,1,1,1,1,1,1
1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,8,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,8,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,8,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,8,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,0,4,1,1,1,1,1,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,1,1,1,7,0,0,0,1,1,1,1,1,1,1,1
1,1,1,1,7,0,7,2,1,1,1,1,1,1,1,1
1,1,1,1,7,0,7,0,4,1,1,1,1,1,1,1
1,1,1,1,7,0,7,1,1,1,1,1,1,1,1,1
1,1,1,1,7,0,0,1,1,0,0,0,1,1,1,1
1,1,1,1,1,7,0,1,1,0,1,0,1,1,1,1
1,1,1,1,1,7,0,7,7,0,8,0,1,1,1,1
1,1,1,1,1,7,0,0,0,0,0,0,1,1,1,1
1,1,1,1,1,7,7,7,7,8,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
1,1,1,1,1,1,7,2,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
1,1,1,1,3,1,0,1,1,0,0,0,1,1,1,1
1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
1,1,1,1,0,0,0,0,0,0,8,0,1,1,1,1
1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,5,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,8,8,8,8,8,1,1,0,1,1,1,1,1
1,1,1,8,0,0,0,0,5,0,0,1,1,1,1,1
1,1,1,8,0,7,7,7,1,0,1,1,1,1,1,1
1,1,1,8,0,7,1,1,1,0,1,1,1,1,1,1
1,1,1,8,0,7,1,1,1,0,1,1,1,1,1,1
1,1,1,8,0,7,1,1,1,0,1,1,1,1,1,1
1,1,1,8,2,0,1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
