0,0,0,0,1,1,0,9,0,0,0,0,0,0,0,0,
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,
0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,
0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,
0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,
0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,
0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,
0,0,0,0,7,1,7,2,0,0,0,0,0,0,0,0,
0,0,0,0,7,1,7,1,4,0,0,0,0,0,0,0,
0,0,0,0,7,1,7,0,0,0,0,0,0,0,0,0,
0,0,0,0,7,1,1,0,0,1,1,1,0,0,0,0,
0,0,0,0,0,7,1,0,0,1,0,1,0,0,0,0,
0,0,0,0,0,7,1,7,7,1,8,1,0,0,0,0,
0,0,0,0,0,7,1,1,1,1,1,1,0,0,0,0,
0,0,0,0,0,7,7,7,7,8,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,
0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,
0,0,0,0,3,0,1,0,0,1,1,1,0,0,0,0,
0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,
0,0,0,0,1,1,1,1,1,1,8,1,0,0,0,0,
0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
0,0,0,8,8,8,8,8,0,0,1,0,0,0,0,0,
0,0,0,8,1,1,1,1,5,1,1,0,0,0,0,0,
0,0,0,8,1,7,7,7,0,1,0,0,0,0,0,0,
0,0,0,8,1,7,0,0,0,1,0,0,0,0,0,0,
0,0,0,8,1,7,0,0,0,1,0,0,0,0,0,0,
0,0,0,8,1,7,0,0,0,1,0,0,0,0,0,0,
0,0,0,8,2,1,0,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
